company_code,company_name,metric,page_number,matched_label,numeric_tokens_on_page,page_text_snippet,review_status
600570.SH,恒生电子,revenue,6,营业收入,"2025|11|3588|2|11|2024|5|15|2024|3588|2|11|1888|43|1888|310052|1888|600570|128|2025|2024|2023|5,782,928,939|92|6,581,075,306","恒生电子股份有限公司2025年年度报告 厦11层”变更为“杭州市滨江区江南大道3588号2幢11层” ；2024年5月15日经公司2024年第一次临时股东大会审议 通过，注册地址由“杭州市滨江区江南大道3588号2幢11 层”变更为“杭州市滨江区滨兴路1888号43层”。 公司办公地址 杭州市滨江区滨兴路1888号数智恒生中心 公司办公地址的邮政编码 310052 公司网址 www.hundsun.com 电子信箱 investor@hundsun.com 四、 信息披露及备置地点 公司披露年度报告的媒体名称及网址 中国证券报、上海证券报、证券时报 公司披露年度报告的证券交易所网址 www.sse.com.cn 公司年度报告备置地点 杭州市滨江区滨兴路1888号数智恒生中心 五、 公司股票简况 公司股票简况 股票种类 股票上市交易所 股票简称 股票代码 变更前股票简称 A股 上海证券交易所 恒生电子 600570 六、 其他相关资料 名称 天健会计师事务所（特殊普通合伙） 公司聘请的会计师事务所（境 办公地址 浙江省杭州市西湖区灵隐街道西溪路128号 内） 签字会计师姓名 周晨、周扬 七、 近三年主要会计数据和财务指标 (一) 主要会计数据 单位：元 币种：人民币 本期比上年同期 主要会计数据 2025年 2024年 2023年 增减(%) 营业收入 5,782,928,939.92 6,581,075,306.06 -12.13 7,281,202,979.92 利润总额 1,303,308,172.26 1,062,649,068.71 22.65 1,452,602,692.45 归属于上市公司股东 1,231,182,835.03 1,043,264,189.37 18.01 1,424,319,349.61 的净利润 归属于上市公司股东 的扣除非经常性损益 1,013,375,226.58 834,330,463.25 21.46 1,448,236,551.96 的净利润 经营活动产生的现金 1,066,754,032.01 867,929,234.22 22.91 1,261,324,141.04 流量净额 本期末比上年同 2025年末 2024年末 2023年末 期末增减（%） 归属于上市公司股东 9,848,043,226.53 8,666,315",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,7,营业收入,2025|2025|2024|2023|0.65|0.55|18.18|0.75|0.65|0.55|18.18|0.75|0.54|0.44|22.73|0.76|0.85|13.33|12.48|19.27|0.99|10.97|9.98|19.59|2025,"恒生电子股份有限公司2025年年度报告 (二) 主要财务指标 本期比上年同 主要财务指标 2025年 2024年 2023年 期增减(%) 基本每股收益（元／股） 0.65 0.55 18.18 0.75 稀释每股收益（元／股） 0.65 0.55 18.18 0.75 扣除非经常性损益后的基本每股 0.54 0.44 22.73 0.76 收益（元／股） 增加0.85个百 加权平均净资产收益率（%） 13.33 12.48 19.27 分点 扣除非经常性损益后的加权平均 增加0.99个百 10.97 9.98 19.59 净资产收益率（%） 分点 报告期末公司前三年主要会计数据和财务指标的说明 □适用 √不适用 八、 境内外会计准则下会计数据差异 (一) 同时按照国际会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东 的净资产差异情况 □适用 √不适用 (二) 同时按照境外会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东 的净资产差异情况 □适用 √不适用 (三) 境内外会计准则差异的说明： □适用 √不适用 九、 2025年分季度主要财务数据 单位：元 币种：人民币 第一季度 第二季度 第三季度 第四季度 （1-3月份） （4-6月份） （7-9月份） （10-12月份） 营业收入 1,025,881,877.64 1,400,537,937.95 1,063,480,320.25 2,293,028,804.08 归属于上市公司股 31,334,213.72 229,178,934.78 194,636,973.19 776,032,713.34 东的净利润 归属于上市公司股 东的扣除非经常性 9,994,720.70 182,387,773.45 98,727,344.67 722,265,387.76 损益后的净利润 经营活动产生的现 -1,057,367,227.62 156,298,542.28 231,300,854.70 1,736,521,862.65 金流量净额 季度数据与已披露定期报告数据差异说明 □适用 √不适用 7/238",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,12,营业收入,2025|1|57.83|12.13|12.31|18.01|10.13|21.46|10.67|22.91|2025|2025|71.06|2026|2|2025|1|2|45|3.0|3|2025|21.80|37.70|2025,恒生电子股份有限公司2025年年度报告 金融系统是高度敏感、拒绝“机器幻觉”、对数据的精确度与及时性要求极高的行业。尽管 AI在应用层快速扩张，金融行业作为一个强监管行业，AI的应用会比其他领域更为审慎。 三、经营情况讨论与分析 1.报告期内总体经营情况 报告期内，公司实现营业收入约57.83亿元，同比下降12.13%。实现归属于上市公司股东的 净利润约12.31亿元，同比增长18.01%。实现归属于上市公司股东的扣除非经常性损益的净利润 约10.13 亿元，同比增长21.46%。实现经营活动产生的现金流量净额约10.67 亿元，同比增长 22.91%。 2025年的经营中，相对收入的增长，公司更加关注收入质量的提升。报告期内，公司主动优 化业务结构，将资源进一步聚焦到核心产品线，对非核心、非战略且亏损的产品线进行战略性收 缩，这一举措为公司未来增长积聚动能。2025年，公司一方面持续加强回款管理，另一方面加大 了降本增效的管理力度，向管理要效益，积极推进人员队伍的结构优化，公司经营活动产生的现 金流量净额实现了增长。 公司主营业务毛利率为71.06%，继续保持市场领先和产品竞争力优势。2026年，公司将继续 关注收入质量、精进项目管理，提升新一代核心自主创新产品的交付效率，并建立收入和成本相 匹配的经营策略；同时加强AI内部提效和AI产品研发，为转型升级提供有力支撑。 2.报告期内重要经营举措 2025年以来，面对复杂多变的外部环境，公司更加关注收入质量，保障经营性现金流的增长。 公司进一步聚焦核心产品与主赛道，通过动态优化预算管控，实现了经营质量的稳步提升。 具体举措有： （1）提升客户满意度 公司坚持深耕行业，聚焦于战略客户经营，通过签订战略合作协议，与战略客户构建深度互 信的合作关系。公司积极落实以客户为中心的“三个代表”（交付代表、解决方案代表、客户代 表）机制，精准定位客户需求，从需求洞察、方案定制到价值交付，公司全流程响应客户在业务 拓展、技术迭代及生态协同等维度的差异化诉求，对端到端的客户经营和持续商业成功负责。 （2）提升产品竞争力 公司推进产品工程分离策略，集中优势资源打造平台化产品。在产品经营上，加强产品规划， 保障标准产品的研发资源；加强接口标准能力的建设；不断夯实现有核心产品竞争力，同时积极 布局未来。在资管领域，推进O45产品在行业的自主,candidate_requires_manual_selection
600570.SH,恒生电子,revenue,14,营业收入,"2025|1|5,782,928,939|92|6,581,075,306|06|12.13|1,673,330,301|22|1,841,317,277|99|9.12|425,180,123|98|543,156,143|68|21.72|732,807,089|49|904,556,515|01|18.99|6,847,085|17|16,629,421","恒生电子股份有限公司2025年年度报告 (一) 主营业务分析 1、 利润表及现金流量表相关科目变动分析表 单位：元 币种：人民币 科目 本期数 上年同期数 变动比例（%） 营业收入 5,782,928,939.92 6,581,075,306.06 -12.13 营业成本 1,673,330,301.22 1,841,317,277.99 -9.12 销售费用 425,180,123.98 543,156,143.68 -21.72 管理费用 732,807,089.49 904,556,515.01 -18.99 财务费用 6,847,085.17 16,629,421.71 -58.83 研发费用 2,180,002,239.53 2,458,468,971.10 -11.33 经营活动产生的现金流量净额 1,066,754,032.01 867,929,234.22 22.91 投资活动产生的现金流量净额 -1,904,613,068.73 -594,889,692.33 不适用 筹资活动产生的现金流量净额 -89,824,974.16 -407,569,443.78 不适用 营业收入变动原因说明：主要系资管科技服务、风险与平台科技服务、企金、保险核心与金融基 础设施科技服务收入下降较大所致。 营业成本变动原因说明：主要系本期人员薪酬费用下降所致。 销售费用变动原因说明：主要系本期人员薪酬费用下降所致。 管理费用变动原因说明：主要系本期人员薪酬费用下降所致。 财务费用变动原因说明：主要系公司本期利息支出较上年同期减少所致。 研发费用变动原因说明：主要系本期人员薪酬费用下降所致。 经营活动产生的现金流量净额变动原因说明：主要系公司本期支付给职工以及为职工支付的现金 较上年同期下降所致。 投资活动产生的现金流量净额变动原因说明：主要系公司本期投资支付的现金增加所致。 筹资活动产生的现金流量净额变动原因说明：主要系公司本期吸收投资所收到的现金增加、收到 员工股权激励缴款增加、支付股份回购减少所致。 本期公司业务类型、利润构成或利润来源发生重大变动的详细说明 □适用 √不适用 2、 收入和成本分析 √适用 □不适用 公司主营业务收入和成本详细情况如下： (1).主营业务分行业、分产品、分地区、分销售模式情况 单位：元 币种：人民币 主营业务分行业情况 营业收入 营业成",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,15,营业收入,"2025|4.13|352,134,997|79|132,194,220|80|62.46|0.47|10.32|1.04|490,401,050|23|110,066,383|77|77.56|4.85|0.22|4.86|540,096,737|13|321,063,826|71|40.55|21.75|14.79","恒生电子股份有限公司2025年年度报告 增加4.13 数据服务业务 352,134,997.79 132,194,220.80 62.46 -0.47 -10.32 个百分点 减少1.04 创新业务 490,401,050.23 110,066,383.77 77.56 -4.85 -0.22 个百分点 企金、保险核 减少4.86 心与金融基础 540,096,737.13 321,063,826.71 40.55 -21.75 -14.79 个百分点 设施科技服务 减少0.66 其他 217,657,215.10 64,508,444.59 70.36 -6.66 -4.54 个百分点 减少0.99 合计 5,779,567,380.33 1,672,733,518.87 71.06 -12.13 -9.02 个百分点 主营业务分产品情况 营业收入 营业成本 毛利率比 毛利率 分产品 营业收入 营业成本 比上年增 比上年增 上年增减 （%） 减（%） 减（%） （%） 减少0.91 软件业收入 5,749,844,315.19 1,661,266,339.53 71.11 -12.18 -9.32 个百分点 减少16.22 物业出租收入 29,723,065.14 11,467,179.34 61.42 -0.70 71.33 个百分点 减少0.99 合计 5,779,567,380.33 1,672,733,518.87 71.06 -12.13 -9.02 个百分点 主营业务分地区情况 营业收入 营业成本 毛利率比 毛利率 分地区 营业收入 营业成本 比上年增 比上年增 上年增减 （%） 减（%） 减（%） （%） 减少0.63 境内 5,566,858,570.59 1,610,399,235.52 71.07 -12.13 -10.18 个百分点 减少10.45 境外 212,708,809.74 62,334,283.35 70.70 -12.13 36.58 个百分点 减少0.99 合计 5,779,567,380.33 1,672,733,518.87 71.06 -12.13 -9.02 个百分点 主营业务分销售模式情况 营业收入 营业成本 毛利率比 毛利率 销售模式 营业收入 营业成本 比上年增 比上年增 上年增减 （%） 减（%） 减（%） （",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,17,营业收入,"2025|50|5|50|5|10|10|3|425,180,123|98|543,156,143|68|21.72|732,807,089|49|904,556,515|01|18.99|2,180,002,239|53|2,458,468,971|10|11.33|6,847,085|17","恒生电子股份有限公司2025年年度报告 B.报告期内向单个客户的销售比例超过总额的50%、前5名客户中存在新增客户的或严重依赖于 少数客户的情形 □适用 √不适用 报告期内向单个供应商的采购比例超过总额的50%、前5名供应商中存在新增供应商的或严重依 赖于少数供应商的情形 □适用 √不适用 C. 报告期内公司股票被实施退市风险警示或其他风险警示 前五名销售客户 □适用 √不适用 前五名供应商 □适用 √不适用 D. 报告期内公司存在贸易业务收入 □适用 √不适用 贸易业务占营业收入比例超过10%前五名销售客户 □适用 √不适用 贸易业务收入占营业收入比例超过10%前五名供应商 □适用 √不适用 3、 费用 √适用 □不适用 单位：元 币种：人民币 费用项目 本期数 上年同期数 变动比例（%） 变动原因说明 主要系本期人员薪酬 销售费用 425,180,123.98 543,156,143.68 -21.72 费用下降所致 主要系本期人员薪酬 管理费用 732,807,089.49 904,556,515.01 -18.99 费用下降所致 主要系本期人员薪酬 研发费用 2,180,002,239.53 2,458,468,971.10 -11.33 费用下降所致 主要系公司本期利息 财务费用 6,847,085.17 16,629,421.71 -58.83 支出较上年同期减少 所致 4、 研发投入 (1).研发投入情况表 √适用 □不适用 单位：元 币种：人民币 本期费用化研发投入 2,180,002,239.53 本期资本化研发投入 研发投入合计 2,180,002,239.53 研发投入总额占营业收入比例（%） 37.70 研发投入资本化的比重（%） 17/238",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,20,营业收入,"2025|620,242,870|87|3.90|642,953,563|39|4.37|3.53|278,862,246|06|1.75|260,259,311|70|1.77|7.15|702,644,838|26|4.42|649,470,070|10|4.41|8.19|46,600,537|58|0.29","恒生电子股份有限公司2025年年度报告 商誉 620,242,870.87 3.90 642,953,563.39 4.37 -3.53 无重大变化 递延所得税资产 278,862,246.06 1.75 260,259,311.70 1.77 7.15 无重大变化 其他非流动资产 702,644,838.26 4.42 649,470,070.10 4.41 8.19 无重大变化 主要系公司金融 其他债权投资 46,600,537.58 0.29 24,920,335.72 0.17 87.00 债投资增加所致 一年内到期的非 18,713,088.32 0.12 26,598,085.37 0.18 -29.64 无重大变化 流动负债 主要系本期票据 应付票据 108,229,467.29 0.68 72,023,747.66 0.49 50.27 支付增加所致 短期借款 206,183,855.44 1.30 258,057,992.79 1.75 -20.10 无重大变化 主要系本期支付 交易性金融负债 10,000,000.00 0.07 -100.00 业务合并或有对 价所致 应付账款 440,658,630.77 2.77 545,672,244.44 3.70 -19.24 无重大变化 合同负债 2,664,703,377.17 16.75 2,527,002,319.92 17.16 5.45 无重大变化 应付职工薪酬 675,985,955.85 4.25 678,913,516.80 4.61 -0.43 无重大变化 应交税费 230,500,451.35 1.45 258,625,044.06 1.76 -10.87 无重大变化 主要系本期暂收 其他应付款 163,908,139.56 1.03 274,810,779.76 1.87 -40.36 款项支付所致 其他流动负债 285,880,811.68 1.80 338,788,538.37 2.30 -15.62 无重大变化 长期借款 209,654,906.79 1.32 174,408,976.28 1.18 20.21 无重大变化 2、 境外资产情况 √适用 □不适用 (1). 资产规模 其中：境外资产1,117,982,141.39（单位：元 币种：人民币），占总资产的比例为7.",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,28,营业收入,"2025|10,000|00|44,478|86|32,965|47|24,349|28|11,454|83|10,095|31|13,923|26|45,402|38|24,243|62|35,754|91|2,137|76|2,127|82","恒生电子股份有限公司2025年年度报告 单位：万元 币种：人民币 公司名称 公司类型 主要业务 注册资本 总资产 净资产 营业收入 营业利润 净利润 杭州云毅网络科技有 子公司 软件业 10,000.00 44,478.86 32,965.47 24,349.28 11,454.83 10,095.31 限公司 上海恒生聚源数据服 子公司 软件业 13,923.26 45,402.38 24,243.62 35,754.91 2,137.76 2,127.82 务有限公司 恒云控股有限公司 子公司 投资管理 HKD100 97,035.74 75,818.16 15,001.96 1,253.41 1,346.27 蚂蚁（杭州）基金销售 参股公司 金融业 15,562.00 16,131,460.53 344,967.68 2,023,422.84 140,794.70 108,469.67 有限公司 深圳市赢时胜信息技 参股公司 软件业 75,100.308 术股份有限公司[注1] 注1：根据赢时胜披露的2025年度业绩预告，赢时胜预计2025年盈利1,600万元至2,400万元(数据未经审计)，鉴于赢时胜为上市公司，具体财务信息 请参阅其披露的2025年年度报告。 报告期内取得和处置子公司的情况 √适用 □不适用 公司名称 报告期内取得和处置子公司方式 对整体生产经营和业绩的影响 杭州智股网络科技有限公司 注销 无重大影响 无锡星禄天成投资管理合伙企业（有限合伙） 注销 无重大影响 其他说明 □适用 √不适用 (八) 公司控制的结构化主体情况 □适用 √不适用 28/238",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,84,营业收入,"2025|1|1|2025|578,292|89|574,984|43|99.43|2|1|2|3|4|5|6|7|8|9|10|1|19|2025|12|31","恒生电子股份有限公司2025年年度报告 三、关键审计事项 关键审计事项是我们根据职业判断，认为对本期财务报表审计最为重要的事项。这些事项的 应对以对财务报表整体进行审计并形成审计意见为背景，我们不对这些事项单独发表意见。 (一) 收入确认 1. 事项描述 相关信息披露详见财务报表附注三（二十五）和五（二）1。 恒生电子公司营业收入主要来源于为证券、期货、基金、信托、保险、银行、交易所、私募 等机构提供整体的软件解决方案和网络服务。2025 年度，恒生电子公司的营业收入为人民币 578,292.89万元，其中软件产品销售及服务业务营业收入为人民币574,984.43万元，占营业收 入的99.43%。 由于营业收入是恒生电子公司关键业绩指标之一，可能存在恒生电子公司管理层（以下简称 管理层）通过不恰当的收入确认以达到特定目标或预期的固有风险，因此，我们将收入确认作为 关键审计事项。 2. 审计应对 针对收入确认，我们实施的审计程序主要包括： (1) 了解与收入确认相关的关键内部控制，评价这些控制的设计，确定其是否得到执行，并 测试相关内部控制的运行有效性； (2) 按月度、产品、客户等对营业收入实施分析程序，识别是否存在重大或异常波动，并查 明波动原因； (3) 结合同行业收入情况，分析公司收入波动的合理性； (4) 检查销售合同，了解主要合同条款或条件，评价收入确认方法是否适当； (5) 选取样本，检查相关合同、竣工单、结算单及审核记录等支持性文件，判断收入确认的 合理性； (6) 抽取项目实施现场走访程序，了解项目实施情况； (7) 对重要客户实施函证程序，询证合同金额、实施状态、服务期限等信息； (8) 实施截止测试，检查收入是否在恰当期间确认； (9) 获取资产负债表日后的冲回记录，检查是否存在资产负债表日不满足收入确认条件的情 况； (10) 检查与营业收入相关的信息是否已在财务报表中作出恰当列报。 (二) 商誉减值测试 1. 事项描述 相关信息披露详见财务报表附注三（二十）和五（一）19。 截至2025年12月31日，恒生电子公司商誉账面原值为人民币92,173.58万元，减值准备为 人民币30,149.30万元，账面价值为人民币62,024.28万元。 84/238",candidate_requires_manual_selection
600570.SH,恒生电子,total_assets,87,资产合计,"2025|2025|12|31|2025|12|31|2024|12|31|1|1,363,722,500|39|2,277,324,647|14|2|3,030,376,511|45|1,676,963,700|52|4|28,770,880|48|31,020,103|99","恒生电子股份有限公司2025年年度报告 （项目合伙人） 中国·杭州 中国注册会计师： 二〇二六年三月二十六日 二、财务报表 合并资产负债表 2025年12月31日 编制单位：恒生电子股份有限公司 单位：元 币种：人民币 项目 附注 2025年12月31日 2024年12月31日 流动资产： 货币资金 七、1 1,363,722,500.39 2,277,324,647.14 结算备付金 拆出资金 交易性金融资产 七、2 3,030,376,511.45 1,676,963,700.52 衍生金融资产 应收票据 七、4 28,770,880.48 31,020,103.99 应收账款 七、5 806,543,937.12 951,427,654.84 应收款项融资 预付款项 七、8 11,833,176.69 6,881,574.46 应收保费 应收分保账款 应收分保合同准备金 其他应收款 七、9 48,030,361.98 56,937,158.46 其中：应收利息 应收股利 买入返售金融资产 存货 七、10 677,166,726.77 633,199,357.60 其中：数据资源 合同资产 七、6 56,980,138.37 45,511,329.63 持有待售资产 一年内到期的非流动资产 七、12 395,026,203.79 113,242,210.19 其他流动资产 七、13 33,756,836.92 26,410,319.77 流动资产合计 6,452,207,273.96 5,818,918,056.60 非流动资产： 发放贷款和垫款 债权投资 其他债权投资 七、15 46,600,537.58 24,920,335.72 长期应收款 长期股权投资 七、17 2,632,061,132.24 2,490,995,735.73 其他权益工具投资 其他非流动金融资产 七、19 2,046,879,068.52 1,730,048,962.26 投资性房地产 七、20 305,695,038.28 159,292,142.54 固定资产 七、21 1,426,010,945.70 1,481,401,154.24 87/238",candidate_requires_manual_selection
600570.SH,恒生电子,total_assets,88,资产合计,"2025|22|624,294,603|61|607,203,001|12|25|24,260,855|50|28,855,386|75|26|734,833,135|81|822,106,558|81|27|620,242,870|87|642,953,563|39|28|12,525,446|08|12,387,397","恒生电子股份有限公司2025年年度报告 在建工程 七、22 624,294,603.61 607,203,001.12 生产性生物资产 油气资产 使用权资产 七、25 24,260,855.50 28,855,386.75 无形资产 七、26 734,833,135.81 822,106,558.81 其中：数据资源 开发支出 其中：数据资源 商誉 七、27 620,242,870.87 642,953,563.39 长期待摊费用 七、28 12,525,446.08 12,387,397.96 递延所得税资产 七、29 278,862,246.06 260,259,311.70 其他非流动资产 七、30 702,644,838.26 649,470,070.10 非流动资产合计 9,454,910,718.51 8,909,893,620.32 资产总计 15,907,117,992.47 14,728,811,676.92 流动负债： 短期借款 七、32 206,183,855.44 258,057,992.79 向中央银行借款 拆入资金 交易性金融负债 七、33 10,000,000.00 衍生金融负债 应付票据 七、35 108,229,467.29 72,023,747.66 应付账款 七、36 440,658,630.77 545,672,244.44 预收款项 七、37 2,494,449.12 1,152,863.47 合同负债 七、38 2,664,703,377.17 2,527,002,319.92 卖出回购金融资产款 吸收存款及同业存放 代理买卖证券款 代理承销证券款 应付职工薪酬 七、39 675,985,955.85 678,913,516.80 应交税费 七、40 230,500,451.35 258,625,044.06 其他应付款 七、41 163,908,139.56 274,810,779.76 其中：应付利息 应付股利 应付手续费及佣金 应付分保账款 持有待售负债 一年内到期的非流动负债 七、43 18,713,088.32 26,598,085.37 其他流动负债 七、44 285,880,811.68 338,788,538.37 流动负债合计 4,797,258,226.55 4,991,645,132.64 非流动负债",candidate_requires_manual_selection
600570.SH,恒生电子,total_assets,90,资产合计,"2025|3,698,485,781|77|3,579,050,276|46|3|5,637,832,795|32|5,536,704,106|88|1,670,644,805|64|1,430,665,158|01|48,255,609|00|49,042,354|49|1,110,372,195|29|1,143,752,198|38|434,657,037|27|434,548,255","恒生电子股份有限公司2025年年度报告 其他流动资产 流动资产合计 3,698,485,781.77 3,579,050,276.46 非流动资产： 债权投资 其他债权投资 长期应收款 长期股权投资 十九、3 5,637,832,795.32 5,536,704,106.88 其他权益工具投资 其他非流动金融资产 1,670,644,805.64 1,430,665,158.01 投资性房地产 48,255,609.00 49,042,354.49 固定资产 1,110,372,195.29 1,143,752,198.38 在建工程 434,657,037.27 434,548,255.15 生产性生物资产 油气资产 使用权资产 2,578,818.43 6,089,387.14 无形资产 149,911,867.40 171,740,890.92 其中：数据资源 开发支出 其中：数据资源 商誉 33,116,093.17 33,116,093.17 长期待摊费用 290,412.32 970,898.11 递延所得税资产 312,634,480.65 288,418,075.60 其他非流动资产 413,579,692.68 10,344,589.05 非流动资产合计 9,813,873,807.17 9,105,392,006.90 资产总计 13,512,359,588.94 12,684,442,283.36 流动负债： 短期借款 49,027,222.22 交易性金融负债 10,000,000.00 衍生金融负债 应付票据 282,125,735.39 170,409,045.62 应付账款 438,943,987.74 609,702,118.53 预收款项 合同负债 2,190,526,570.38 2,174,112,012.59 应付职工薪酬 539,528,614.61 529,080,882.92 应交税费 179,561,150.59 204,013,601.64 其他应付款 34,652,422.94 100,344,060.04 其中：应付利息 应付股利 持有待售负债 一年内到期的非流动负债 2,521,402.69 16,086,275.62 其他流动负债 流动负债合计 3,667,859,884.34 3,862,775,219.1",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,91,营业收入,"2025|13,626,304|32|16,751,055|05|23,667,329|07|26,473,766|05|10,354,926|90|14,923,630|75|48,163,988|88|83,108,821|48|3,716,023,873|22|3,945,884,040|66|1,894,130,907|00|1,894,145,075|00","恒生电子股份有限公司2025年年度报告 长期应付款 长期应付职工薪酬 预计负债 13,626,304.32 16,751,055.05 递延收益 23,667,329.07 26,473,766.05 递延所得税负债 10,354,926.90 14,923,630.75 其他非流动负债 非流动负债合计 48,163,988.88 83,108,821.48 负债合计 3,716,023,873.22 3,945,884,040.66 所有者权益（或股东权益）： 实收资本（或股本） 1,894,130,907.00 1,894,145,075.00 其他权益工具 其中：优先股 永续债 资本公积 194,275,737.21 149,107,774.67 减：库存股 57,939,401.12 174,909,384.69 其他综合收益 346,075.73 346,075.73 专项储备 盈余公积 1,119,523,377.53 1,011,068,255.54 未分配利润 6,645,999,019.37 5,858,800,446.45 所有者权益（或股东权 9,796,335,715.72 8,738,558,242.70 益）合计 负债和所有者权益（或 13,512,359,588.94 12,684,442,283.36 股东权益）总计 公司负责人：彭政纲 主管会计工作负责人：姚曼英 会计机构负责人：姚曼英 合并利润表 2025年1—12月 单位：元 币种：人民币 项目 附注 2025年度 2024年度 一、营业总收入 七、61 5,782,928,939.92 6,581,075,306.06 其中：营业收入 七、61 5,782,928,939.92 6,581,075,306.06 利息收入 已赚保费 手续费及佣金收入 二、营业总成本 5,091,619,353.47 5,876,331,902.72 其中：营业成本 七、61 1,673,330,301.22 1,841,317,277.99 利息支出 手续费及佣金支出 退保金 赔付支出净额 提取保险责任准备金净额 保单红利支出 分保费用 税金及附加 七、62 73,452,514.08 112,203,573.23 销售费用 七、63 425,180,123.98 543,156,143.68 ",candidate_requires_manual_selection
600570.SH,恒生电子,net_profit_attributable,92,归属于母公司股东的净利润,"2025|66|6,847,085|17|16,629,421|71|12,088,463|61|37,118,706|08|7,924,331|47|25,628,475|21|67|192,850,990|98|233,244,246|24|68|526,216,681|67|195,389,961|11|253,914,684","恒生电子股份有限公司2025年年度报告 财务费用 七、66 6,847,085.17 16,629,421.71 其中：利息费用 12,088,463.61 37,118,706.08 利息收入 -7,924,331.47 -25,628,475.21 加：其他收益 七、67 192,850,990.98 233,244,246.24 投资收益（损失以“－”号填 七、68 526,216,681.67 195,389,961.11 列） 其中：对联营企业和合营企业 253,914,684.53 50,122,663.04 的投资收益 以摊余成本计量的金融 1,580,271.33 389,534.31 资产终止确认收益 汇兑收益（损失以“－”号填 列） 净敞口套期收益（损失以“-” 号填列） 公允价值变动收益（损失以 七、70 26,440,073.59 162,205,158.65 “－”号填列） 信用减值损失（损失以“-”号 七、71 -27,969,267.70 -95,436,017.21 填列） 资产减值损失（损失以“-”号 七、72 -101,671,411.27 -137,215,403.29 填列） 资产处置收益（损失以“－” 七、73 713,607.48 -714,147.38 号填列） 三、营业利润（亏损以“－”号填列） 1,307,890,261.20 1,062,217,201.46 加：营业外收入 七、74 863,499.74 4,107,137.58 减：营业外支出 七、75 5,445,588.68 3,675,270.33 四、利润总额（亏损总额以“－”号填 1,303,308,172.26 1,062,649,068.71 列） 减：所得税费用 七、76 17,179,310.91 22,244,648.16 五、净利润（净亏损以“－”号填列） 1,286,128,861.35 1,040,404,420.55 （一）按经营持续性分类 1.持续经营净利润（净亏损以 1,286,128,861.35 1,040,404,420.55 “－”号填列） 2.终止经营净利润（净亏损以 “－”号填列） （二）按所有权归属分类 1.归属于母公司股东的净利润 1,231,182,835.03 1,043,264,189.37 （净亏损以“-”",candidate_requires_manual_selection
600570.SH,恒生电子,revenue,93,营业收入,"2025|4|2|19,788,905|56|723,270|59|1|3,963,344|27|2|978,491|78|732,572|21|3|4|5|6|16,804,053|07|9,301|62|7|1,239,246","恒生电子股份有限公司2025年年度报告 变动 （4）企业自身信用风险公允价值 变动 2．将重分类进损益的其他综合 -19,788,905.56 -723,270.59 收益 （1）权益法下可转损益的其他综 -3,963,344.27 合收益 （2）其他债权投资公允价值变动 978,491.78 -732,572.21 （3）金融资产重分类计入其他综 合收益的金额 （4）其他债权投资信用减值准备 （5）现金流量套期储备 （6）外币财务报表折算差额 -16,804,053.07 9,301.62 （7）其他 （二）归属于少数股东的其他综合 -1,239,246.82 -822,211.84 收益的税后净额 七、综合收益总额 1,265,100,708.97 1,038,858,938.12 （一）归属于母公司所有者的综合 1,211,393,929.47 1,042,540,918.78 收益总额 （二）归属于少数股东的综合收益 53,706,779.50 -3,681,980.66 总额 八、每股收益： （一）基本每股收益(元/股) 0.65 0.55 （二）稀释每股收益(元/股) 0.65 0.55 公司负责人：彭政纲 主管会计工作负责人：姚曼英 会计机构负责人：姚曼英 母公司利润表 2025年1—12月 单位：元 币种：人民币 项目 附注 2025年度 2024年度 一、营业收入 十九、4 4,610,676,639.80 5,329,948,899.18 减：营业成本 十九、4 1,411,576,362.56 1,535,264,725.55 税金及附加 54,946,926.75 60,955,707.64 销售费用 300,659,950.38 388,848,819.63 管理费用 557,800,302.44 697,950,401.90 研发费用 1,832,278,249.82 2,078,852,066.65 财务费用 -514,305.13 7,797,815.28 其中：利息费用 2,927,330.97 18,506,007.44 利息收入 3,965,424.63 -12,003,197.69 加：其他收益 172,975,534.80 213,588,143.90 投资收益（损失以“－”号填 十九、5 547,226,997.19 31",candidate_requires_manual_selection
